index,analog,digital
350,0.00192173,24.5089
351,2.14999e-13,4.70308
352,9.97034e-14,1.23607
353,2.54511e-13,3.59846
354,2.33757e-13,2.35114
355,3.34671e-13,4
356,1.63532e-13,3.23607
357,4.18316e-13,6.41581
358,4.07393e-14,3.80423
359,2.78716e-13,8.23223
360,0.00421157,38.4754
361,2.78716e-13,8.23223
362,9.90703e-14,3.80423
363,4.18316e-13,6.41581
364,1.55088e-13,3.23607
365,3.34671e-13,4
366,6.91999e-14,2.35114
367,2.54511e-13,3.59846
368,9.97034e-14,1.23607
369,2.14999e-13,4.70308
370,0.00294894,6.28217
371,2.14999e-13,4.70308
372,1.18262e-13,1.23607
373,2.54511e-13,3.59846
374,1.45233e-13,2.35114
375,3.34671e-13,4
376,1.61451e-13,3.23607
377,4.18316e-13,6.41581
378,4.06057e-14,3.80423
379,2.78716e-13,8.23223
380,1.08045e-05,93.0576
381,2.78716e-13,8.23223
382,4.67791e-14,3.80423
383,4.18316e-13,6.41581
384,1.61451e-13,3.23607
385,3.34671e-13,4
386,2.6061e-14,2.35114
387,2.54511e-13,3.59846
388,7.43354e-14,1.23607
389,2.14999e-13,4.70308
390,0.00261953,36.8694
391,2.14999e-13,4.70308
392,9.97034e-14,1.23607
393,2.54511e-13,3.59846
394,2.64118e-14,2.35114
395,3.34671e-13,4
396,1.41376e-13,3.23607
397,4.18316e-13,6.41581
398,1.80183e-13,3.80423
399,2.78716e-13,8.23223
400,0.00423919,29.3357
401,2.78716e-13,8.23223
402,1.67121e-15,3.80423
403,4.18316e-13,6.41581
404,1.72417e-13,3.23607
405,3.34671e-13,4
406,8.77498e-14,2.35114
407,2.54511e-13,3.59846
408,9.97034e-14,1.23607
409,2.14999e-13,4.70308
410,0.00194004,3.84948
411,2.14999e-13,4.70308
412,1.00464e-13,1.23607
413,2.54511e-13,3.59846
414,1.4997e-13,2.35114
415,3.34671e-13,4
416,1.61451e-13,3.23607
417,4.18316e-13,6.41581
418,9.68026e-14,3.80423
419,2.78716e-13,8.23223
420,0.000648242,26.2683
421,2.78716e-13,8.23223
422,7.25501e-14,3.80423
423,4.18316e-13,6.41581
424,1.61451e-13,3.23607
425,3.34671e-13,4
426,1.10069e-13,2.35114
427,2.54511e-13,3.59846
428,9.54137e-14,1.23607
429,2.14999e-13,4.70308
430,0.000187805,33.9337
431,2.14999e-13,4.70308
432,9.97034e-14,1.23607
433,2.54511e-13,3.59846
434,1.73653e-13,2.35114
435,3.34671e-13,4
436,1.64422e-13,3.23607
437,4.18316e-13,6.41581
438,3.19161e-14,3.80423
439,2.78716e-13,8.23223
440,0.000927389,69.8202
441,2.78716e-13,8.23223
442,1.14128e-13,3.80423
443,4.18316e-13,6.41581
444,1.51525e-13,3.23607
445,3.34671e-13,4
446,1.73447e-13,2.35114
447,2.54511e-13,3.59846
448,9.97034e-14,1.23607
449,2.14999e-13,4.70308
450,0.00157422,27.983
451,2.14999e-13,4.70308
452,1.07646e-13,1.23607
453,2.54511e-13,3.59846
454,9.08189e-14,2.35114
455,3.34671e-13,4
456,1.61451e-13,3.23607
457,4.18316e-13,6.41581
458,4.16938e-14,3.80423
459,2.78716e-13,8.23223
460,0.00164822,42.3091
461,2.78716e-13,8.23223
462,1.56914e-13,3.80423
463,4.18316e-13,6.41581
464,1.61451e-13,3.23607
465,3.34671e-13,4
466,9.28822e-14,2.35114
467,2.54511e-13,3.59846
468,1.39714e-13,1.23607
469,2.14999e-13,4.70308
470,0.00143571,8.84271
471,2.14999e-13,4.70308
472,9.97034e-14,1.23607
473,2.54511e-13,3.59846
474,6.63219e-14,2.35114
475,3.34671e-13,4
476,1.75762e-13,3.23607
477,4.18316e-13,6.41581
478,1.08797e-13,3.80423
479,2.78716e-13,8.23223
480,0.000150849,65.0892
481,2.78716e-13,8.23223
482,5.85212e-14,3.80423
483,4.18316e-13,6.41581
484,1.63004e-13,3.23607
485,3.34671e-13,4
486,5.33532e-14,2.35114
487,2.54511e-13,3.59846
488,9.97034e-14,1.23607
489,2.14999e-13,4.70308
490,0.000814143,56.7682
491,2.14999e-13,4.70308
492,9.75571e-14,1.23607
493,2.54511e-13,3.59846
494,4.5046e-14,2.35114
495,3.34671e-13,4
496,1.61451e-13,3.23607
497,4.18316e-13,6.41581
498,1.42882e-13,3.80423
499,2.78716e-13,8.23223
500,4.81441e-13,4
501,2.78716e-13,8.23223
502,3.62536e-14,3.80423
503,4.18316e-13,6.41581
504,1.61451e-13,3.23607
505,3.34671e-13,4
506,6.11026e-14,2.35114
507,2.54511e-13,3.59846
508,1.14219e-13,1.23607
509,2.14999e-13,4.70308
510,0.000814143,56.7682
511,2.14999e-13,4.70308
512,9.97034e-14,1.23607
513,2.54511e-13,3.59846
514,1.67149e-13,2.35114
515,3.34671e-13,4
516,1.72524e-13,3.23607
517,4.18316e-13,6.41581
518,6.74333e-14,3.80423
519,2.78716e-13,8.23223
520,0.000150849,65.0892
521,2.78716e-13,8.23223
522,1.33151e-13,3.80423
523,4.18316e-13,6.41581
524,1.64478e-13,3.23607
525,3.34671e-13,4
526,1.082e-13,2.35114
527,2.54511e-13,3.59846
528,9.97034e-14,1.23607
529,2.14999e-13,4.70308
530,0.00143571,8.84271
531,2.14999e-13,4.70308
532,9.38248e-14,1.23607
533,2.54511e-13,3.59846
534,1.47586e-13,2.35114
535,3.34671e-13,4
536,1.61451e-13,3.23607
537,4.18316e-13,6.41581
538,4.93958e-14,3.80423
539,2.78716e-13,8.23223
540,0.00164822,42.3091
541,2.78716e-13,8.23223
542,1.34487e-13,3.80423
543,4.18316e-13,6.41581
544,1.61451e-13,3.23607
545,3.34671e-13,4
546,1.30864e-13,2.35114
547,2.54511e-13,3.59846
548,6.60961e-14,1.23607
549,2.14999e-13,4.70308
550,0.00157422,27.983
551,2.14999e-13,4.70308
552,9.97034e-14,1.23607
553,2.54511e-13,3.59846
554,5.93402e-14,2.35114
555,3.34671e-13,4
556,1.57798e-13,3.23607
557,4.18316e-13,6.41581
558,6.26873e-14,3.80423
559,2.78716e-13,8.23223
560,0.000927389,69.8202
561,2.78716e-13,8.23223
562,8.84916e-15,3.80423
563,4.18316e-13,6.41581
564,1.50699e-13,3.23607
565,3.34671e-13,4
566,5.52445e-14,2.35114
567,2.54511e-13,3.59846
568,9.97034e-14,1.23607
569,2.14999e-13,4.70308
570,0.000187805,33.9337
571,2.14999e-13,4.70308
572,1.06468e-13,1.23607
573,2.54511e-13,3.59846
574,7.39909e-14,2.35114
575,3.34671e-13,4
576,1.61451e-13,3.23607
577,4.18316e-13,6.41581
578,3.91933e-14,3.80423
579,2.78716e-13,8.23223
580,0.000648242,26.2683
581,2.78716e-13,8.23223
582,1.11755e-14,3.80423
583,4.18316e-13,6.41581
584,1.61451e-13,3.23607
585,3.34671e-13,4
586,2.33449e-14,2.35114
587,2.54511e-13,3.59846
588,8.72568e-14,1.23607
589,2.14999e-13,4.70308
590,0.00194004,3.84948
591,2.14999e-13,4.70308
592,9.97034e-14,1.23607
593,2.54511e-13,3.59846
594,9.08305e-14,2.35114
595,3.34671e-13,4
596,1.43419e-13,3.23607
597,4.18316e-13,6.41581
598,1.20103e-13,3.80423
599,2.78716e-13,8.23223
600,0.00423919,29.3357
601,2.78716e-13,8.23223
602,7.2413e-14,3.80423
603,4.18316e-13,6.41581
604,1.69677e-13,3.23607
605,3.34671e-13,4
606,1.62582e-13,2.35114
607,2.54511e-13,3.59846
608,9.97034e-14,1.23607
609,2.14999e-13,4.70308
610,0.00261953,36.8694
611,2.14999e-13,4.70308
612,9.05711e-14,1.23607
613,2.54511e-13,3.59846
614,1.32987e-13,2.35114
615,3.34671e-13,4
616,1.61451e-13,3.23607
617,4.18316e-13,6.41581
618,6.85053e-14,3.80423
619,2.78716e-13,8.23223
620,1.08045e-05,93.0576
621,2.78716e-13,8.23223
622,2.01122e-13,3.80423
623,4.18316e-13,6.41581
624,1.61451e-13,3.23607
625,3.34671e-13,4
626,1.63578e-13,2.35114
627,2.54511e-13,3.59846
628,1.27528e-13,1.23607
629,2.14999e-13,4.70308
630,0.00294894,6.28217
631,2.14999e-13,4.70308
632,9.97034e-14,1.23607
633,2.54511e-13,3.59846
634,1.56143e-13,2.35114
635,3.34671e-13,4
636,1.71158e-13,3.23607
637,4.18316e-13,6.41581
638,3.20899e-14,3.80423
639,2.78716e-13,8.23223
640,0.00421157,38.4754
641,2.78716e-13,8.23223
642,1.13871e-13,3.80423
643,4.18316e-13,6.41581
644,1.52511e-13,3.23607
645,3.34671e-13,4
646,7.78891e-14,2.35114
647,2.54511e-13,3.59846
648,9.97034e-14,1.23607
649,2.14999e-13,4.70308
650,0.00192173,24.5089
651,2.14999e-13,4.70308
652,1.18184e-13,1.23607
653,2.54511e-13,3.59846
654,7.75649e-14,2.35114
655,3.34671e-13,4
656,1.61451e-13,3.23607
657,4.18316e-13,6.41581
658,1.0903e-13,3.80423
659,2.78716e-13,8.23223
660,0.000517351,90.9288
661,2.78716e-13,8.23223
662,6.1981e-14,3.80423
663,4.18316e-13,6.41581
664,1.61451e-13,3.23607
665,3.34671e-13,4
666,1.0056e-13,2.35114
667,2.54511e-13,3.59846
668,1.09268e-13,1.23607
669,2.14999e-13,4.70308
670,0.000934957,48.3765
671,2.14999e-13,4.70308
672,9.97034e-14,1.23607
673,2.54511e-13,3.59846
674,4.34572e-14,2.35114
675,3.34671e-13,4
676,1.89381e-13,3.23607
677,4.18316e-13,6.41581
678,7.02163e-14,3.80423
679,2.78716e-13,8.23223
680,6.21086e-05,32.0201
681,2.78716e-13,8.23223
682,4.16896e-14,3.80423
683,4.18316e-13,6.41581
684,1.75029e-13,3.23607
685,3.34671e-13,4
686,8.94533e-14,2.35114
687,2.54511e-13,3.59846
688,9.97034e-14,1.23607
689,2.14999e-13,4.70308
690,0.00071324,47.7066
691,2.14999e-13,4.70308
692,9.18728e-14,1.23607
693,2.54511e-13,3.59846
694,1.5245e-13,2.35114
695,3.34671e-13,4
696,1.61451e-13,3.23607
697,4.18316e-13,6.41581
698,1.04062e-13,3.80423
699,2.78716e-13,8.23223
700,0.000648279,76.1896
701,2.78716e-13,8.23223
702,1.12216e-13,3.80423
703,4.18316e-13,6.41581
704,1.61451e-13,3.23607
705,3.34671e-13,4
706,7.30861e-14,2.35114
707,2.54511e-13,3.59846
708,4.49149e-14,1.23607
709,2.14999e-13,4.70308
710,0.0027721,57.9101
711,2.14999e-13,4.70308
712,9.97034e-14,1.23607
713,2.54511e-13,3.59846
714,1.08e-13,2.35114
715,3.34671e-13,4
716,1.45086e-13,3.23607
717,4.18316e-13,6.41581
718,9.04441e-14,3.80423
719,2.78716e-13,8.23223
720,0.00270624,8.65896
721,2.78716e-13,8.23223
722,5.47931e-14,3.80423
723,4.18316e-13,6.41581
724,1.62155e-13,3.23607
725,3.34671e-13,4
726,1.21008e-13,2.35114
727,2.54511e-13,3.59846
728,9.97034e-14,1.23607
729,2.14999e-13,4.70308
730,2.76003e-05,77.6981
731,2.14999e-13,4.70308
732,1.18409e-13,1.23607
733,2.54511e-13,3.59846
734,8.60935e-14,2.35114
735,3.34671e-13,4
736,1.61451e-13,3.23607
737,4.18316e-13,6.41581
738,5.1189e-14,3.80423
739,2.78716e-13,8.23223
740,0.00214909,20.2351
741,2.78716e-13,8.23223
742,7.37529e-14,3.80423
743,4.18316e-13,6.41581
744,1.61451e-13,3.23607
745,3.34671e-13,4
746,8.84784e-14,2.35114
747,2.54511e-13,3.59846
748,1.35365e-13,1.23607
749,2.14999e-13,4.70308
750,0.00214,60
751,2.14999e-13,4.70308
752,9.97034e-14,1.23607
753,2.54511e-13,3.59846
754,1.53838e-13,2.35114
755,3.34671e-13,4
756,1.55144e-13,3.23607
757,4.18316e-13,6.41581
758,9.43658e-14,3.80423
759,2.78716e-13,8.23223
760,2.34787e-05,63.9468
761,2.78716e-13,8.23223
762,8.24093e-14,3.80423
763,4.18316e-13,6.41581
764,1.80658e-13,3.23607
765,3.34671e-13,4
766,9.49416e-14,2.35114
767,2.54511e-13,3.59846
768,9.97034e-14,1.23607
769,2.14999e-13,4.70308
770,0.0013287,27.8411
771,2.14999e-13,4.70308
772,1.29605e-13,1.23607
773,2.54511e-13,3.59846
774,9.77598e-14,2.35114
775,3.34671e-13,4
776,1.61451e-13,3.23607
777,4.18316e-13,6.41581
778,1.13367e-13,3.80423
779,2.78716e-13,8.23223
780,0.00061243,118.67
781,2.78716e-13,8.23223
782,5.15786e-14,3.80423
783,4.18316e-13,6.41581
784,1.61451e-13,3.23607
785,3.34671e-13,4
786,1.09531e-13,2.35114
787,2.54511e-13,3.59846
788,7.10395e-14,1.23607
789,2.14999e-13,4.70308
790,0.00157782,109.242
791,2.14999e-13,4.70308
792,9.97034e-14,1.23607
793,2.54511e-13,3.59846
794,9.54461e-14,2.35114
795,3.34671e-13,4
796,1.60532e-13,3.23607
797,4.18316e-13,6.41581
798,1.13645e-13,3.80423
799,2.78716e-13,8.23223
800,0.00164736,123.172
801,2.78716e-13,8.23223
802,8.66457e-14,3.80423
803,4.18316e-13,6.41581
804,1.4634e-13,3.23607
805,3.34671e-13,4
806,4.85175e-14,2.35114
807,2.54511e-13,3.59846
808,9.97034e-14,1.23607
809,2.14999e-13,4.70308
810,0.000509193,0.362023
811,2.14999e-13,4.70308
812,4.06287e-14,1.23607
813,2.54511e-13,3.59846
814,1.16157e-13,2.35114
815,3.34671e-13,4
816,1.61451e-13,3.23607
817,4.18316e-13,6.41581
818,5.59205e-14,3.80423
819,2.78716e-13,8.23223
820,0.00183405,26.0538
821,2.78716e-13,8.23223
822,7.29928e-14,3.80423
823,4.18316e-13,6.41581
824,1.61451e-13,3.23607
825,3.34671e-13,4
826,9.53664e-14,2.35114
827,2.54511e-13,3.59846
828,1.2802e-13,1.23607
829,2.14999e-13,4.70308
830,0.00171789,60.8595
831,2.14999e-13,4.70308
832,9.97034e-14,1.23607
833,2.54511e-13,3.59846
834,6.06352e-14,2.35114
835,3.34671e-13,4
836,1.60399e-13,3.23607
837,4.18316e-13,6.41581
838,3.26259e-14,3.80423
839,2.78716e-13,8.23223
840,0.000200428,34.4659
841,2.78716e-13,8.23223
842,2.95722e-14,3.80423
843,4.18316e-13,6.41581
844,1.64223e-13,3.23607
845,3.34671e-13,4
846,9.08614e-14,2.35114
847,2.54511e-13,3.59846
848,9.97034e-14,1.23607
849,2.14999e-13,4.70308
850,0.000199225,129.655
851,2.14999e-13,4.70308
852,1.0441e-13,1.23607
853,2.54511e-13,3.59846
854,3.83605e-14,2.35114
855,3.34671e-13,4
856,1.61451e-13,3.23607
857,4.18316e-13,6.41581
858,6.47811e-14,3.80423
859,2.78716e-13,8.23223
860,0.000700188,31.1839
861,2.78716e-13,8.23223
862,7.61554e-14,3.80423
863,4.18316e-13,6.41581
864,1.61451e-13,3.23607
865,3.34671e-13,4
866,8.73609e-14,2.35114
867,2.54511e-13,3.59846
868,1.12328e-13,1.23607
869,2.14999e-13,4.70308
870,0.000807292,75.7332
871,2.14999e-13,4.70308
872,9.97034e-14,1.23607
873,2.54511e-13,3.59846
874,7.49917e-14,2.35114
875,3.34671e-13,4
876,1.74635e-13,3.23607
877,4.18316e-13,6.41581
878,1.07857e-13,3.80423
879,2.78716e-13,8.23223
880,0.000933741,29.0263
881,2.78716e-13,8.23223
882,6.11036e-14,3.80423
883,4.18316e-13,6.41581
884,1.37285e-13,3.23607
885,3.34671e-13,4
886,1.14653e-13,2.35114
887,2.54511e-13,3.59846
888,9.97034e-14,1.23607
889,2.14999e-13,4.70308
890,0.000377115,36.5973
891,2.14999e-13,4.70308
892,1.02003e-13,1.23607
893,2.54511e-13,3.59846
894,1.6707e-13,2.35114
895,3.34671e-13,4
896,1.61451e-13,3.23607
897,4.18316e-13,6.41581
898,7.95429e-14,3.80423
899,2.78716e-13,8.23223
900,0.00117653,47.1926
901,2.78716e-13,8.23223
902,1.34408e-13,3.80423
903,4.18316e-13,6.41581
904,1.61451e-13,3.23607
905,3.34671e-13,4
906,1.02634e-13,2.35114
907,2.54511e-13,3.59846
908,7.78783e-14,1.23607
909,2.14999e-13,4.70308
910,0.000949048,74.8715
911,2.14999e-13,4.70308
912,9.97034e-14,1.23607
913,2.54511e-13,3.59846
914,1.24376e-13,2.35114
915,3.34671e-13,4
916,1.51155e-13,3.23607
917,4.18316e-13,6.41581
918,5.76468e-14,3.80423
919,2.78716e-13,8.23223
920,0.000489901,114.615
921,2.78716e-13,8.23223
922,2.87948e-14,3.80423
923,4.18316e-13,6.41581
924,1.73076e-13,3.23607
925,3.34671e-13,4
926,8.99217e-14,2.35114
927,2.54511e-13,3.59846
928,9.97034e-14,1.23607
929,2.14999e-13,4.70308
930,0.00111106,35.1665
931,2.14999e-13,4.70308
932,1.32438e-13,1.23607
933,2.54511e-13,3.59846
934,8.3318e-14,2.35114
935,3.34671e-13,4
936,1.61451e-13,3.23607
937,4.18316e-13,6.41581
938,4.52723e-14,3.80423
939,2.78716e-13,8.23223
940,0.00183941,4.13708
941,2.78716e-13,8.23223
942,6.52322e-14,3.80423
943,4.18316e-13,6.41581
944,1.61451e-13,3.23607
945,3.34671e-13,4
946,4.03002e-14,2.35114
947,2.54511e-13,3.59846
948,7.99168e-14,1.23607
949,2.14999e-13,4.70308
950,0.00159327,142.147
951,2.14999e-13,4.70308
952,9.97034e-14,1.23607
953,2.54511e-13,3.59846
954,1.39754e-13,2.35114
955,3.34671e-13,4
956,1.5447e-13,3.23607
957,4.18316e-13,6.41581
958,1.45761e-13,3.80423
959,2.78716e-13,8.23223
960,0.000296141,56.6712
961,2.78716e-13,8.23223
962,6.56123e-14,3.80423
963,4.18316e-13,6.41581
964,1.60489e-13,3.23607
